tripduration.int32(),starttime.date(2006-01-02 15:04:05),stoptime.date(2006-01-02 15:04:05),start_station_id.string(),start_station_name.string(),start_station_latitude.auto(),start_station_longitude.auto(),end_station_id.string(),end_station_name.string(),end_station_latitude.auto(),end_station_longitude.auto(),bikeid.string(),usertype.string(),birth_year.auto(),gender.auto()
700,2015-03-19 16:47:25,2015-03-19 16:59:06,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1098,Customer,1979,1
293,2015-03-19 16:49:05,2015-03-19 16:53:59,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,868,Customer,1982,1
690,2015-03-19 16:50:58,2015-03-19 17:02:28,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,773,Subscriber,1985,1
508,2015-03-19 16:51:54,2015-03-19 17:00:22,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1278,Subscriber,1989,1
429,2015-03-19 16:56:52,2015-03-19 17:04:02,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1312,Subscriber,1984,1
656,2015-03-19 16:58:54,2015-03-19 17:09:50,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,650,Subscriber,1973,1
477,2015-03-19 17:00:33,2015-03-19 17:08:31,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,778,Subscriber,1968,1
482,2015-03-19 17:02:54,2015-03-19 17:10:57,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,115,Porter Square Station,42.387995,-71.119084,1104,Subscriber,1970,1
293,2015-03-19 17:05:25,2015-03-19 17:10:19,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,959,Subscriber,1990,1
376,2015-03-19 17:07:01,2015-03-19 17:13:18,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,1275,Subscriber,1982,2
428,2015-03-19 17:08:37,2015-03-19 17:15:46,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,674,Subscriber,1981,1
326,2015-03-19 17:09:07,2015-03-19 17:14:33,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1075,Subscriber,1987,1
564,2015-03-19 17:09:16,2015-03-19 17:18:40,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1271,Subscriber,1982,2
381,2015-03-19 17:09:17,2015-03-19 17:15:38,143,EF - North Point Park,42.369885,-71.069957,107,Ames St at Main St,42.3625,-71.08822,1171,Subscriber,1984,1
186,2015-03-19 17:09:52,2015-03-19 17:12:58,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1062,Subscriber,1991,1
437,2015-03-19 17:09:55,2015-03-19 17:17:12,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,655,Subscriber,1994,1
312,2015-03-19 17:11:21,2015-03-19 17:16:34,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,1097,Subscriber,1974,2
190,2015-03-19 17:13:02,2015-03-19 17:16:13,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,691,Subscriber,1983,1
261,2015-03-19 17:15:50,2015-03-19 17:20:11,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,861,Subscriber,1993,1
423,2015-03-19 17:16:07,2015-03-19 17:23:11,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,107,Ames St at Main St,42.3625,-71.08822,681,Subscriber,1988,1
205,2015-03-19 17:16:43,2015-03-19 17:20:08,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,886,Subscriber,1985,1
598,2015-03-19 17:20:15,2015-03-19 17:30:14,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1312,Subscriber,1984,1
219,2015-03-19 17:22:33,2015-03-19 17:26:12,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1057,Customer,1983,1
730,2015-03-19 17:23:13,2015-03-19 17:35:23,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,816,Subscriber,1988,2
700,2015-03-19 17:23:34,2015-03-19 17:35:14,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,909,Subscriber,1987,1
525,2015-03-19 17:24:27,2015-03-19 17:33:12,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,923,Customer,1974,2
311,2015-03-19 17:29:10,2015-03-19 17:34:21,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,1287,Customer,1970,1
413,2015-03-19 17:29:25,2015-03-19 17:36:19,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,900,Subscriber,1977,1
304,2015-03-19 17:30:36,2015-03-19 17:35:41,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,107,Ames St at Main St,42.3625,-71.08822,1057,Customer,1981,1
305,2015-03-19 17:32:23,2015-03-19 17:37:28,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1087,Subscriber,1986,1
1152,2015-03-19 17:34:01,2015-03-19 17:53:13,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,140,Danehy Park,42.388966,-71.132788,637,Subscriber,1984,1
553,2015-03-19 17:35:59,2015-03-19 17:45:13,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,932,Subscriber,1983,1
726,2015-03-19 17:36:56,2015-03-19 17:49:03,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1096,Subscriber,1994,1
650,2015-03-19 17:38:31,2015-03-19 17:49:22,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1264,Customer,1978,1
425,2015-03-19 17:42:56,2015-03-19 17:50:02,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1294,Subscriber,1984,2
723,2015-03-19 17:43:01,2015-03-19 17:55:05,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,804,Customer,1962,1
364,2015-03-19 17:43:42,2015-03-19 17:49:46,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,877,Subscriber,1986,1
380,2015-03-19 17:44:57,2015-03-19 17:51:17,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1281,Subscriber,1984,1
376,2015-03-19 17:45:39,2015-03-19 17:51:56,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,691,Subscriber,1985,1
860,2015-03-19 17:45:58,2015-03-19 18:00:18,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,143,EF - North Point Park,42.369885,-71.069957,770,Customer,1955,1
582,2015-03-19 17:47:03,2015-03-19 17:56:45,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919031768079,-71.11714124679565,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,992,Subscriber,1995,1
385,2015-03-19 17:47:37,2015-03-19 17:54:02,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,744,Subscriber,1981,1
325,2015-03-19 17:47:42,2015-03-19 17:53:08,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1087,Subscriber,1969,1
532,2015-03-19 17:49:36,2015-03-19 17:58:28,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,639,Customer,1992,1
669,2015-03-19 17:49:39,2015-03-19 18:00:48,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,816,Subscriber,1991,2
548,2015-03-19 17:50:58,2015-03-19 18:00:06,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,859,Subscriber,1974,1
891,2015-03-19 17:51:22,2015-03-19 18:06:14,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,655,Customer,1989,1
503,2015-03-19 17:51:29,2015-03-19 17:59:52,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,802,Subscriber,1985,1
493,2015-03-19 17:56:26,2015-03-19 18:04:39,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1294,Subscriber,1984,2
261,2015-03-19 17:57:14,2015-03-19 18:01:35,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,659,Subscriber,1974,2
245,2015-03-19 17:58:53,2015-03-19 18:02:58,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1076,Subscriber,1981,1
385,2015-03-19 17:59:11,2015-03-19 18:05:37,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,999,Subscriber,1991,2
352,2015-03-19 18:00:57,2015-03-19 18:06:49,117,Binney St / Sixth St,42.366095,-71.086388,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,690,Customer,1987,1
325,2015-03-19 18:08:48,2015-03-19 18:14:13,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1294,Customer,1967,1
440,2015-03-19 18:09:47,2015-03-19 18:17:08,107,Ames St at Main St,42.3625,-71.08822,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,780,Subscriber,1980,2
1483,2015-03-19 18:10:30,2015-03-19 18:35:13,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,900,Customer,1992,1
858,2015-03-19 18:10:55,2015-03-19 18:25:13,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,115,Porter Square Station,42.387995,-71.119084,702,Subscriber,1988,2
2432,2015-03-19 18:11:03,2015-03-19 18:51:35,117,Binney St / Sixth St,42.366095,-71.086388,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,803,Customer,1967,1
797,2015-03-19 18:11:07,2015-03-19 18:24:25,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,115,Porter Square Station,42.387995,-71.119084,1094,Subscriber,1987,1
385,2015-03-19 18:11:15,2015-03-19 18:17:40,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,761,Customer,1978,1
422,2015-03-19 18:11:59,2015-03-19 18:19:01,107,Ames St at Main St,42.3625,-71.08822,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,771,Subscriber,1980,1
540,2015-03-19 18:13:14,2015-03-19 18:22:14,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,107,Ames St at Main St,42.3625,-71.08822,666,Subscriber,1994,1
227,2015-03-19 18:15:56,2015-03-19 18:19:44,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,940,Subscriber,\N,0
758,2015-03-19 18:18:57,2015-03-19 18:31:35,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,928,Subscriber,1982,1
391,2015-03-19 18:19:38,2015-03-19 18:26:09,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1312,Subscriber,1988,1
968,2015-03-19 18:22:02,2015-03-19 18:38:10,141,Kendall Street,42.363560158429884,-71.08216792345047,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,1302,Subscriber,1973,1
229,2015-03-19 18:22:14,2015-03-19 18:26:03,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1075,Customer,1970,1
490,2015-03-19 18:28:08,2015-03-19 18:36:19,141,Kendall Street,42.363560158429884,-71.08216792345047,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,938,Customer,1979,1
657,2015-03-19 18:29:34,2015-03-19 18:40:32,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1062,Subscriber,1985,2
479,2015-03-19 18:30:50,2015-03-19 18:38:49,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,646,Subscriber,\N,0
396,2015-03-19 18:31:34,2015-03-19 18:38:11,107,Ames St at Main St,42.3625,-71.08822,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,1057,Subscriber,1983,2
1706,2015-03-19 18:34:23,2015-03-19 19:02:50,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,649,Subscriber,\N,0
1709,2015-03-19 18:34:29,2015-03-19 19:02:58,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,876,Subscriber,\N,0
621,2015-03-19 18:33:55,2015-03-19 18:44:17,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,744,Customer,1989,2
267,2015-03-19 18:34:10,2015-03-19 18:38:37,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,886,Subscriber,1990,1
444,2015-03-19 18:38:25,2015-03-19 18:45:50,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1312,Subscriber,1956,1
254,2015-03-19 18:39:40,2015-03-19 18:43:55,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1287,Customer,1977,1
665,2015-03-19 18:40:17,2015-03-19 18:51:23,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1264,Customer,1978,1
384,2015-03-19 18:40:38,2015-03-19 18:47:03,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,778,Subscriber,1981,2
610,2015-03-19 18:42:05,2015-03-19 18:52:16,107,Ames St at Main St,42.3625,-71.08822,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,666,Subscriber,1989,1
99,2015-03-19 18:43:40,2015-03-19 18:45:20,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,107,Ames St at Main St,42.3625,-71.08822,667,Subscriber,1987,1
232,2015-03-19 18:44:13,2015-03-19 18:48:06,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,707,Subscriber,1989,1
884,2015-03-19 18:45:51,2015-03-19 19:00:36,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,992,Subscriber,1971,2
247,2015-03-19 18:46:53,2015-03-19 18:51:00,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,766,Subscriber,1985,1
164,2015-03-19 18:50:18,2015-03-19 18:53:03,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1298,Subscriber,1989,1
816,2015-03-19 18:52:43,2015-03-19 19:06:20,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,772,Subscriber,1988,1
596,2015-03-19 18:52:57,2015-03-19 19:02:53,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,705,Subscriber,1980,1
426,2015-03-19 18:53:47,2015-03-19 19:00:54,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1091,Subscriber,1984,1
104,2015-03-19 19:05:15,2015-03-19 19:06:59,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,1106,Subscriber,1984,1
708,2015-03-19 19:05:46,2015-03-19 19:17:35,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,115,Porter Square Station,42.387995,-71.119084,1266,Subscriber,1982,1
395,2015-03-19 19:09:38,2015-03-19 19:16:14,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1091,Subscriber,1980,1
435,2015-03-19 19:15:18,2015-03-19 19:22:33,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1294,Subscriber,1985,2
185,2015-03-19 19:21:39,2015-03-19 19:24:44,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,938,Customer,1990,1
321,2015-03-19 19:21:51,2015-03-19 19:27:12,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,949,Subscriber,1987,1
580,2015-03-19 19:22:34,2015-03-19 19:32:15,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,748,Customer,1989,1
236,2015-03-19 19:29:14,2015-03-19 19:33:10,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,868,Subscriber,1960,1
1193,2015-03-19 19:29:31,2015-03-19 19:49:24,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,115,Porter Square Station,42.387995,-71.119084,1287,Customer,1977,1
245,2015-03-19 19:32:10,2015-03-19 19:36:15,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,740,Customer,1987,2
464,2015-03-19 19:34:32,2015-03-19 19:42:16,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1093,Customer,1984,2
201,2015-03-19 19:39:32,2015-03-19 19:42:54,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,646,Subscriber,1988,1
634,2015-03-19 19:43:40,2015-03-19 19:54:15,107,Ames St at Main St,42.3625,-71.08822,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1300,Subscriber,1989,2
1925,2015-03-19 19:54:59,2015-03-19 20:27:05,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,959,Subscriber,1989,2
625,2015-03-19 20:00:44,2015-03-19 20:11:10,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,771,Subscriber,1981,2
518,2015-03-19 20:02:43,2015-03-19 20:11:21,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,866,Subscriber,1991,2
333,2015-03-19 20:04:47,2015-03-19 20:10:21,117,Binney St / Sixth St,42.366095,-71.086388,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,891,Subscriber,1985,1
403,2015-03-19 20:05:04,2015-03-19 20:11:48,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,646,Subscriber,1988,1
690,2015-03-19 20:07:20,2015-03-19 20:18:51,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,107,Ames St at Main St,42.3625,-71.08822,659,Subscriber,1980,1
311,2015-03-19 20:18:28,2015-03-19 20:23:39,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1291,Subscriber,1992,1
423,2015-03-19 20:19:36,2015-03-19 20:26:40,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,769,Subscriber,1984,1
390,2015-03-19 20:34:29,2015-03-19 20:41:00,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,778,Subscriber,1981,2
715,2015-03-19 20:38:19,2015-03-19 20:50:14,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1108,Subscriber,1980,1
379,2015-03-19 20:40:09,2015-03-19 20:46:29,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,887,Customer,1987,1
108,2015-03-19 20:44:08,2015-03-19 20:45:57,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,660,Customer,1990,1
1104,2015-03-19 20:47:57,2015-03-19 21:06:22,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,115,Porter Square Station,42.387995,-71.119084,1072,Customer,1986,1
282,2015-03-19 20:58:32,2015-03-19 21:03:15,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,772,Subscriber,1986,1
196,2015-03-19 20:59:49,2015-03-19 21:03:05,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1102,Subscriber,1994,1
392,2015-03-19 21:03:07,2015-03-19 21:09:39,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1289,Subscriber,1986,1
250,2015-03-19 21:03:40,2015-03-19 21:07:50,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1083,Customer,1978,1
250,2015-03-19 21:06:51,2015-03-19 21:11:02,107,Ames St at Main St,42.3625,-71.08822,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,681,Subscriber,1985,1
311,2015-03-19 21:16:31,2015-03-19 21:21:43,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,647,Subscriber,1990,1
245,2015-03-19 21:28:16,2015-03-19 21:32:21,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1002,Subscriber,1984,1
279,2015-03-19 21:33:45,2015-03-19 21:38:25,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1294,Subscriber,1990,1
261,2015-03-19 21:35:07,2015-03-19 21:39:29,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,940,Subscriber,1984,1
240,2015-03-19 21:35:37,2015-03-19 21:39:38,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,1097,Subscriber,1992,1
284,2015-03-19 21:36:01,2015-03-19 21:40:46,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1102,Subscriber,1990,1
